epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
76,8018.87,1.05076,1.56615,0.99136,0.00292,1.24553,0.68446,0.61526,0.66245,0.47471,0.69465,0.60838,0.65661,0.4311,1.0669,1.94966,1.1794,0.00418,0,0.000321875,0.000321875,0.000321875
77,8122.19,1.03813,1.52846,0.97916,0.00287,1.21,0.60966,0.66546,0.66917,0.48145,0.60533,0.66316,0.65967,0.43623,1.06626,1.92417,1.1529,0.00419,0,0.0003095,0.0003095,0.0003095
78,8224.03,1.01456,1.47236,0.95484,0.00286,1.18449,0.68534,0.59608,0.6684,0.4751,0.69878,0.58435,0.66482,0.43523,1.05853,1.91666,1.18416,0.00416,0,0.000297125,0.000297125,0.000297125
79,8323.83,1.03682,1.52213,0.95975,0.00289,1.18402,0.65877,0.59852,0.65999,0.47457,0.68299,0.58851,0.64937,0.42976,1.05117,1.92682,1.18205,0.00413,0,0.00028475,0.00028475,0.00028475
80,8426.1,1.02222,1.48164,0.93795,0.00287,1.12517,0.70515,0.62014,0.6667,0.47619,0.70652,0.62038,0.66479,0.43555,1.05697,1.91715,1.18666,0.00417,0,0.000272375,0.000272375,0.000272375
81,8528.15,1.01901,1.48363,0.92899,0.00283,1.11456,0.57807,0.6618,0.65926,0.47388,0.56628,0.65004,0.65622,0.43128,1.03772,1.90429,1.19673,0.00407,0,0.00026,0.00026,0.00026
82,8629.6,1.00589,1.46546,0.94222,0.00279,1.15264,0.66649,0.62496,0.66774,0.47984,0.67895,0.61758,0.66283,0.43845,1.05199,1.91788,1.15787,0.00412,0,0.000247625,0.000247625,0.000247625
83,8729.17,1.01356,1.43894,0.92251,0.00291,1.13182,0.64456,0.63607,0.67022,0.47978,0.64801,0.63317,0.66748,0.43939,1.06676,1.94962,1.13872,0.00416,0,0.00023525,0.00023525,0.00023525
84,8830.48,1.02433,1.51649,0.91345,0.0027,1.13543,0.71223,0.60669,0.67391,0.48482,0.71028,0.60637,0.67404,0.44005,1.06063,1.93948,1.1615,0.00414,0,0.000222875,0.000222875,0.000222875
85,8932.78,1.00564,1.46747,0.9057,0.00274,1.14746,0.69819,0.62345,0.66946,0.48088,0.7169,0.61536,0.66853,0.43527,1.06415,1.94229,1.14081,0.00415,0,0.0002105,0.0002105,0.0002105
